transaction_id,customer_id,product_category,product_name,quantity,unit_price,transaction_date,payment_method,region,customer_segment,total_amount,discount_eligible,discount_rate,discount_amount,final_amount,customer_name,age,income_level,join_date,loyalty_points,last_purchase_date,customer_value,customer_frequency,avg_order_value,segment,hour_of_day,day_of_week,month,quarter,peak_hour
TXN000229,3059,Sports,Shirt,2,651.56,2024-01-10 12:00:00,PayPal,South,Budget,1303.12,False,0.05,65.15599999999999,1237.964,Customer_212,27,Low,2020-07-31,5106,2024-07-31,1237.964,1,1237.964,Standard,12,Wednesday,1,1,Off-Peak
TXN000230,4273,Home,Book,8,712.35,2024-01-10 13:00:00,Debit Card,North,Premium,5698.8,True,0.15,854.82,4843.9800000000005,Customer_358,57,High,2020-12-24,7886,2024-12-24,4843.9800000000005,1,4843.9800000000005,Standard,13,Wednesday,1,1,Off-Peak
TXN000231,3724,Home,Shirt,9,798.75,2024-01-10 14:00:00,Credit Card,South,Budget,7188.75,True,0.15,1078.3125,6110.4375,Customer_293,40,High,2020-10-20,8559,2024-10-20,6110.4375,1,6110.4375,High Value,14,Wednesday,1,1,Peak
TXN000232,9380,Sports,Shoes,6,183.27,2024-01-10 15:00:00,Debit Card,East,Premium,1099.6200000000001,True,0.15,164.943,934.6770000000001,Customer_879,28,Medium,2022-05-29,1153,2026-05-29,934.6770000000001,1,934.6770000000001,Standard,15,Wednesday,1,1,Peak
TXN000233,1999,Sports,Phone,6,407.26,2024-01-10 16:00:00,Credit Card,North,Budget,2443.56,True,0.15,366.534,2077.026,Customer_113,20,Low,2020-04-23,3665,2024-04-23,7119.906,2,3559.953,High Value,16,Wednesday,1,1,Peak
TXN000234,6802,Sports,Laptop,3,1988.67,2024-01-10 17:00:00,Credit Card,South,Premium,5966.01,False,0.05,298.3005,5667.7095,Customer_619,68,Low,2021-09-11,5267,2025-09-11,5667.7095,1,5667.7095,High Value,17,Wednesday,1,1,Off-Peak
TXN000235,9313,Sports,Phone,3,120.66,2024-01-10 18:00:00,Credit Card,South,Premium,361.98,False,0.05,18.099,343.88100000000003,Customer_868,53,Low,2022-05-18,6243,2026-05-18,343.88100000000003,1,343.88100000000003,Standard,18,Wednesday,1,1,Off-Peak
TXN000236,2379,Electronics,Shoes,9,1023.0,2024-01-10 19:00:00,PayPal,West,Premium,9207.0,True,0.15,1381.05,7825.95,Customer_151,22,High,2020-05-31,5190,2024-05-31,7825.95,1,7825.95,High Value,19,Wednesday,1,1,Off-Peak
TXN000237,3248,Books,Shirt,1,1240.84,2024-01-10 20:00:00,Cash,West,Premium,1240.84,False,0.05,62.042,1178.798,Customer_230,73,Medium,2020-08-18,6314,2024-08-18,1178.798,1,1178.798,Standard,20,Wednesday,1,1,Off-Peak
TXN000238,4644,Books,Shirt,2,1694.35,2024-01-10 21:00:00,Cash,East,Premium,3388.7,False,0.05,169.435,3219.265,Customer_399,31,High,2021-02-03,7279,2025-02-03,3219.265,1,3219.265,Standard,21,Wednesday,1,1,Off-Peak
TXN000239,8179,Home,Shoes,8,1612.33,2024-01-10 22:00:00,Credit Card,South,Budget,12898.64,True,0.15,1934.7959999999998,10963.844,Customer_766,67,Low,2022-02-05,3072,2026-02-05,10963.844,1,10963.844,High Value,22,Wednesday,1,1,Off-Peak
TXN000240,1535,Home,Shoes,5,984.32,2024-01-10 23:00:00,PayPal,South,Standard,4921.6,False,0.05,246.08000000000004,4675.52,Customer_65,62,Low,2020-03-06,1264,2024-03-06,4675.52,1,4675.52,Standard,23,Wednesday,1,1,Off-Peak
TXN000241,2772,Sports,Laptop,5,176.18,2024-01-11 00:00:00,Credit Card,East,Budget,880.9000000000001,False,0.05,44.04500000000001,836.8550000000001,Customer_189,64,High,2020-07-08,6555,2024-07-08,836.8550000000001,1,836.8550000000001,Standard,0,Thursday,1,1,Off-Peak
TXN000242,8078,Sports,Book,2,419.08,2024-01-11 01:00:00,Debit Card,West,Standard,838.16,False,0.05,41.908,796.252,Customer_756,53,Medium,2022-01-26,5709,2026-01-26,796.252,1,796.252,Standard,1,Thursday,1,1,Off-Peak
TXN000243,3711,Home,Phone,6,1305.44,2024-01-11 02:00:00,PayPal,West,Premium,7832.64,True,0.15,1174.896,6657.744000000001,Customer_291,57,Medium,2020-10-18,7745,2024-10-18,9634.104,2,4817.052,VIP,2,Thursday,1,1,Off-Peak
TXN000244,6946,Electronics,Shoes,2,901.9,2024-01-11 03:00:00,PayPal,West,Budget,1803.8,False,0.05,90.19,1713.61,Customer_642,70,Low,2021-10-04,8693,2025-10-04,1713.61,1,1713.61,Standard,3,Thursday,1,1,Off-Peak
TXN000245,1985,Electronics,Laptop,3,1655.31,2024-01-11 04:00:00,Debit Card,West,Premium,4965.93,False,0.05,248.29650000000004,4717.6335,Customer_112,22,Medium,2020-04-22,9545,2024-04-22,4717.6335,1,4717.6335,Standard,4,Thursday,1,1,Off-Peak
TXN000246,6551,Clothing,Book,5,279.84,2024-01-11 05:00:00,Debit Card,West,Standard,1399.1999999999998,False,0.05,69.96,1329.2399999999998,Customer_595,72,High,2021-08-18,2740,2025-08-18,1329.2399999999998,1,1329.2399999999998,Standard,5,Thursday,1,1,Off-Peak
TXN000247,4601,Sports,Shirt,3,176.35,2024-01-11 06:00:00,Debit Card,East,Premium,529.05,False,0.05,26.4525,502.59749999999997,Customer_395,39,Medium,2021-01-30,1703,2025-01-30,4731.721500000001,2,2365.8607500000003,Standard,6,Thursday,1,1,Off-Peak
TXN000248,9639,Books,Laptop,5,1288.7,2024-01-11 07:00:00,Credit Card,East,Budget,6443.5,False,0.05,322.175,6121.325,Customer_910,44,Low,2022-06-29,2569,2026-06-29,6121.325,1,6121.325,High Value,7,Thursday,1,1,Off-Peak
TXN000249,3889,Clothing,Shoes,8,534.01,2024-01-11 08:00:00,PayPal,East,Budget,4272.08,True,0.15,640.812,3631.268,Customer_312,58,Low,2020-11-08,3295,2024-11-08,3631.268,1,3631.268,Standard,8,Thursday,1,1,Off-Peak
TXN000250,1850,Sports,Shoes,7,1274.06,2024-01-11 09:00:00,Credit Card,South,Budget,8918.42,True,0.15,1337.763,7580.657,Customer_92,76,Low,2020-04-02,4207,2024-04-02,7580.657,1,7580.657,High Value,9,Thursday,1,1,Peak
TXN000251,7389,Home,Shirt,9,254.93,2024-01-11 10:00:00,Cash,South,Budget,2294.37,True,0.15,344.15549999999996,1950.2145,Customer_694,50,Medium,2021-11-25,6580,2025-11-25,1950.2145,1,1950.2145,Standard,10,Thursday,1,1,Peak
TXN000252,7074,Clothing,Phone,2,1486.42,2024-01-11 11:00:00,Debit Card,South,Premium,2972.84,False,0.05,148.64200000000002,2824.1980000000003,Customer_657,74,High,2021-10-19,1846,2025-10-19,2824.1980000000003,1,2824.1980000000003,Standard,11,Thursday,1,1,Peak
TXN000253,9462,Sports,Phone,7,297.74,2024-01-11 12:00:00,PayPal,West,Premium,2084.1800000000003,True,0.15,312.627,1771.5530000000003,Customer_886,38,High,2022-06-05,780,2026-06-05,1771.5530000000003,1,1771.5530000000003,Standard,12,Thursday,1,1,Off-Peak
TXN000254,6121,Books,Laptop,3,335.51,2024-01-11 13:00:00,Cash,East,Premium,1006.53,False,0.05,50.3265,956.2035,Customer_555,33,Low,2021-07-09,8108,2025-07-09,956.2035,1,956.2035,Standard,13,Thursday,1,1,Off-Peak
TXN000255,2726,Clothing,Phone,2,1062.16,2024-01-11 14:00:00,Credit Card,West,Premium,2124.32,False,0.05,106.21600000000001,2018.1040000000003,Customer_181,73,High,2020-06-30,3705,2024-06-30,10128.608499999998,2,5064.304249999999,VIP,14,Thursday,1,1,Peak
TXN000256,9096,Sports,Phone,8,928.0,2024-01-11 15:00:00,Credit Card,East,Budget,7424.0,True,0.15,1113.6,6310.4,Customer_848,48,High,2022-04-28,9577,2026-04-28,6310.4,1,6310.4,High Value,15,Thursday,1,1,Peak
TXN000257,7994,Electronics,Shoes,2,1581.98,2024-01-11 16:00:00,Credit Card,West,Budget,3163.96,False,0.05,158.198,3005.762,Customer_751,71,Low,2022-01-21,9769,2026-01-21,3005.762,1,3005.762,Standard,16,Thursday,1,1,Peak
TXN000258,2177,Sports,Laptop,4,279.16,2024-01-11 17:00:00,Credit Card,West,Budget,1116.64,False,0.05,55.83200000000001,1060.808,Customer_131,69,Medium,2020-05-11,8827,2024-05-11,1060.808,1,1060.808,Standard,17,Thursday,1,1,Off-Peak
TXN000259,7209,Sports,Shirt,3,473.25,2024-01-11 18:00:00,Credit Card,South,Premium,1419.75,False,0.05,70.9875,1348.7625,Customer_676,76,High,2021-11-07,6731,2025-11-07,1348.7625,1,1348.7625,Standard,18,Thursday,1,1,Off-Peak
TXN000260,2613,Sports,Shoes,1,1480.86,2024-01-11 19:00:00,PayPal,North,Budget,1480.86,False,0.05,74.04299999999999,1406.817,Customer_168,46,Medium,2020-06-17,887,2024-06-17,1406.817,1,1406.817,Standard,19,Thursday,1,1,Off-Peak
TXN000261,7562,Clothing,Shirt,5,1395.65,2024-01-11 20:00:00,PayPal,South,Premium,6978.25,False,0.05,348.9125,6629.3375,Customer_712,48,High,2021-12-13,6922,2025-12-13,6629.3375,1,6629.3375,High Value,20,Thursday,1,1,Off-Peak
TXN000262,5283,Books,Laptop,6,1907.89,2024-01-11 21:00:00,PayPal,North,Premium,11447.34,True,0.15,1717.1009999999999,9730.239,Customer_472,26,Medium,2021-04-17,9450,2025-04-17,9730.239,1,9730.239,High Value,21,Thursday,1,1,Off-Peak
TXN000263,2664,Home,Laptop,1,961.11,2024-01-11 22:00:00,PayPal,West,Standard,961.11,False,0.05,48.0555,913.0545,Customer_174,56,Low,2020-06-23,7612,2024-06-23,913.0545,1,913.0545,Standard,22,Thursday,1,1,Off-Peak
TXN000264,1032,Electronics,Laptop,2,1169.11,2024-01-11 23:00:00,Credit Card,North,Standard,2338.22,False,0.05,116.911,2221.3089999999997,Customer_2,20,Low,2020-01-03,8137,2024-01-03,2221.3089999999997,1,2221.3089999999997,Standard,23,Thursday,1,1,Off-Peak
TXN000265,5007,Electronics,Book,1,1024.91,2024-01-12 00:00:00,Cash,West,Standard,1024.91,False,0.05,51.24550000000001,973.6645000000001,Customer_441,49,High,2021-03-17,6631,2025-03-17,973.6645000000001,1,973.6645000000001,Standard,0,Friday,1,1,Off-Peak
TXN000266,3426,Clothing,Laptop,2,301.88,2024-01-12 01:00:00,PayPal,North,Budget,603.76,False,0.05,30.188000000000002,573.572,Customer_249,68,Low,2020-09-06,8777,2024-09-06,7005.928,3,2335.309333333333,High Value,1,Friday,1,1,Off-Peak
TXN000267,1904,Home,Book,5,322.45,2024-01-12 02:00:00,Debit Card,South,Budget,1612.25,False,0.05,80.61250000000001,1531.6375,Customer_103,72,Medium,2020-04-13,1816,2024-04-13,1531.6375,1,1531.6375,Standard,2,Friday,1,1,Off-Peak
TXN000268,8577,Books,Phone,2,857.22,2024-01-12 03:00:00,PayPal,North,Budget,1714.44,False,0.05,85.72200000000001,1628.718,Customer_800,65,Medium,2022-03-11,5808,2026-03-11,1628.718,1,1628.718,Standard,3,Friday,1,1,Off-Peak
TXN000269,4804,Books,Shirt,7,1040.87,2024-01-12 04:00:00,Credit Card,East,Budget,7286.089999999999,True,0.15,1092.9134999999999,6193.1765,Customer_415,23,High,2021-02-19,8893,2025-02-19,6193.1765,1,6193.1765,High Value,4,Friday,1,1,Off-Peak
TXN000270,3768,Books,Laptop,5,642.78,2024-01-12 05:00:00,PayPal,South,Premium,3213.8999999999996,False,0.05,160.695,3053.2049999999995,Customer_298,61,Medium,2020-10-25,8650,2024-10-25,3053.2049999999995,1,3053.2049999999995,Standard,5,Friday,1,1,Off-Peak
TXN000271,5516,Home,Phone,8,512.6,2024-01-12 06:00:00,Credit Card,South,Standard,4100.8,True,0.15,615.12,3485.6800000000003,Customer_499,66,High,2021-05-14,4902,2025-05-14,4064.7000000000003,2,2032.3500000000001,Standard,6,Friday,1,1,Off-Peak
TXN000272,4225,Clothing,Phone,2,1609.28,2024-01-12 07:00:00,Debit Card,East,Premium,3218.56,False,0.05,160.928,3057.632,Customer_352,61,Low,2020-12-18,8291,2024-12-18,4961.4875,2,2480.74375,High Value,7,Friday,1,1,Off-Peak
TXN000273,7265,Electronics,Laptop,3,944.31,2024-01-12 08:00:00,Credit Card,South,Premium,2832.93,False,0.05,141.6465,2691.2835,Customer_680,43,High,2021-11-11,6744,2025-11-11,2691.2835,1,2691.2835,Standard,8,Friday,1,1,Off-Peak
TXN000274,4847,Home,Book,8,1307.98,2024-01-12 09:00:00,Cash,North,Premium,10463.84,True,0.15,1569.576,8894.264,Customer_419,55,Low,2021-02-23,2072,2025-02-23,8894.264,1,8894.264,High Value,9,Friday,1,1,Peak
TXN000275,5156,Books,Book,5,928.84,2024-01-12 10:00:00,Credit Card,West,Premium,4644.2,False,0.05,232.21,4411.99,Customer_461,62,Medium,2021-04-06,9199,2025-04-06,4411.99,1,4411.99,Standard,10,Friday,1,1,Peak
TXN000276,3661,Clothing,Book,2,142.07,2024-01-12 11:00:00,Debit Card,South,Budget,284.14,False,0.05,14.207,269.933,Customer_280,65,Medium,2020-10-07,4193,2024-10-07,269.933,1,269.933,Standard,11,Friday,1,1,Peak
TXN000277,3391,Sports,Laptop,2,1066.29,2024-01-12 12:00:00,Cash,South,Budget,2132.58,False,0.05,106.629,2025.951,Customer_245,43,High,2020-09-02,7151,2024-09-02,7677.5355,3,2559.1785,High Value,12,Friday,1,1,Off-Peak
TXN000278,9350,Electronics,Shoes,2,1625.17,2024-01-12 13:00:00,Debit Card,East,Budget,3250.34,False,0.05,162.51700000000002,3087.8230000000003,Customer_874,48,Medium,2022-05-24,8182,2026-05-24,3087.8230000000003,1,3087.8230000000003,Standard,13,Friday,1,1,Off-Peak
TXN000279,1814,Clothing,Shoes,3,554.75,2024-01-12 14:00:00,Credit Card,East,Budget,1664.25,False,0.05,83.2125,1581.0375,Customer_87,48,High,2020-03-28,9645,2024-03-28,1581.0375,1,1581.0375,Standard,14,Friday,1,1,Peak
TXN000280,3846,Books,Phone,6,317.62,2024-01-12 15:00:00,Credit Card,East,Standard,1905.72,True,0.15,285.858,1619.862,Customer_309,59,High,2020-11-05,5022,2024-11-05,1619.862,1,1619.862,Standard,15,Friday,1,1,Peak
TXN000281,1718,Clothing,Laptop,9,923.7,2024-01-12 16:00:00,PayPal,West,Standard,8313.300000000001,True,0.15,1246.9950000000001,7066.305000000001,Customer_78,49,Medium,2020-03-19,5931,2024-03-19,7066.305000000001,1,7066.305000000001,High Value,16,Friday,1,1,Peak
TXN000282,7626,Clothing,Laptop,4,1837.29,2024-01-12 17:00:00,Debit Card,South,Budget,7349.16,False,0.05,367.458,6981.702,Customer_718,20,Low,2021-12-19,1273,2025-12-19,6981.702,1,6981.702,High Value,17,Friday,1,1,Off-Peak
TXN000283,3820,Sports,Shoes,1,747.72,2024-01-12 18:00:00,PayPal,South,Premium,747.72,False,0.05,37.386,710.3340000000001,Customer_304,64,Medium,2020-10-31,164,2024-10-31,710.3340000000001,1,710.3340000000001,Standard,18,Friday,1,1,Off-Peak
TXN000284,4100,Electronics,Book,2,406.79,2024-01-12 19:00:00,PayPal,North,Budget,813.58,False,0.05,40.679,772.9010000000001,Customer_340,25,Low,2020-12-06,5166,2024-12-06,772.9010000000001,1,772.9010000000001,Standard,19,Friday,1,1,Off-Peak
TXN000285,5252,Electronics,Laptop,5,749.97,2024-01-12 20:00:00,Debit Card,West,Premium,3749.8500000000004,False,0.05,187.49250000000004,3562.3575000000005,Customer_467,25,Medium,2021-04-12,6461,2025-04-12,3562.3575000000005,1,3562.3575000000005,Standard,20,Friday,1,1,Off-Peak
TXN000286,3828,Books,Shirt,3,75.79,2024-01-12 21:00:00,Cash,West,Budget,227.37,False,0.05,11.368500000000001,216.0015,Customer_305,44,High,2020-11-01,9897,2024-11-01,216.0015,1,216.0015,Standard,21,Friday,1,1,Off-Peak
TXN000287,7005,Home,Laptop,1,311.82,2024-01-12 22:00:00,Debit Card,East,Standard,311.82,False,0.05,15.591000000000001,296.229,Customer_649,33,Low,2021-10-11,4536,2025-10-11,296.229,1,296.229,Standard,22,Friday,1,1,Off-Peak
TXN000288,2478,Electronics,Shoes,7,1082.98,2024-01-12 23:00:00,Credit Card,North,Premium,7580.860000000001,True,0.15,1137.1290000000001,6443.731000000001,Customer_157,77,Medium,2020-06-06,4806,2024-06-06,6443.731000000001,1,6443.731000000001,High Value,23,Friday,1,1,Off-Peak
TXN000289,7564,Books,Book,1,712.23,2024-01-13 00:00:00,Debit Card,West,Budget,712.23,False,0.05,35.6115,676.6185,Customer_713,34,High,2021-12-14,9848,2025-12-14,676.6185,1,676.6185,Standard,0,Saturday,1,1,Off-Peak
TXN000290,3367,Electronics,Phone,4,1027.78,2024-01-13 01:00:00,Credit Card,East,Budget,4111.12,False,0.05,205.556,3905.564,Customer_242,27,Medium,2020-08-30,1473,2024-08-30,3905.564,1,3905.564,Standard,1,Saturday,1,1,Off-Peak
TXN000291,5890,Clothing,Phone,6,1015.88,2024-01-13 02:00:00,Cash,West,Premium,6095.28,True,0.15,914.2919999999999,5180.987999999999,Customer_541,20,Low,2021-06-25,9267,2025-06-25,5180.987999999999,1,5180.987999999999,High Value,2,Saturday,1,1,Off-Peak
TXN000292,5246,Sports,Phone,2,1165.5,2024-01-13 03:00:00,Cash,South,Budget,2331.0,False,0.05,116.55000000000001,2214.45,Customer_466,69,High,2021-04-11,7160,2025-04-11,2214.45,1,2214.45,Standard,3,Saturday,1,1,Off-Peak
TXN000293,5280,Electronics,Phone,5,1328.54,2024-01-13 04:00:00,Credit Card,South,Budget,6642.7,False,0.05,332.135,6310.565,Customer_471,22,Low,2021-04-16,3929,2025-04-16,6310.565,1,6310.565,High Value,4,Saturday,1,1,Off-Peak
TXN000294,9506,Home,Shirt,8,627.73,2024-01-13 05:00:00,Debit Card,West,Budget,5021.84,True,0.15,753.276,4268.564,Customer_898,66,High,2022-06-17,4905,2026-06-17,4268.564,1,4268.564,Standard,5,Saturday,1,1,Off-Peak
TXN000295,7099,Electronics,Shoes,6,1191.5,2024-01-13 06:00:00,Cash,East,Premium,7149.0,True,0.15,1072.35,6076.65,Customer_664,64,High,2021-10-26,3739,2025-10-26,6076.65,1,6076.65,High Value,6,Saturday,1,1,Off-Peak
TXN000296,1223,Clothing,Laptop,9,363.88,2024-01-13 07:00:00,Debit Card,North,Standard,3274.92,True,0.15,491.238,2783.6820000000002,Customer_30,33,Medium,2020-01-31,7846,2024-01-31,2783.6820000000002,1,2783.6820000000002,Standard,7,Saturday,1,1,Off-Peak
TXN000297,9740,Home,Phone,9,1652.11,2024-01-13 08:00:00,Debit Card,South,Standard,14868.99,True,0.15,2230.3485,12638.6415,Customer_923,24,High,2022-07-12,8158,2026-07-12,12638.6415,1,12638.6415,High Value,8,Saturday,1,1,Off-Peak
TXN000298,5305,Clothing,Laptop,4,1055.19,2024-01-13 09:00:00,Cash,West,Budget,4220.76,False,0.05,211.038,4009.722,Customer_476,42,Medium,2021-04-21,1380,2025-04-21,4009.722,1,4009.722,Standard,9,Saturday,1,1,Peak
TXN000299,8600,Clothing,Shirt,9,953.32,2024-01-13 10:00:00,Debit Card,North,Budget,8579.880000000001,True,0.15,1286.9820000000002,7292.898000000001,Customer_804,79,Medium,2022-03-15,4427,2026-03-15,7292.898000000001,1,7292.898000000001,High Value,10,Saturday,1,1,Peak
TXN000300,4724,Books,Shirt,5,1388.92,2024-01-13 11:00:00,Debit Card,South,Budget,6944.6,False,0.05,347.23,6597.370000000001,Customer_405,41,Medium,2021-02-09,3998,2025-02-09,6597.370000000001,1,6597.370000000001,High Value,11,Saturday,1,1,Peak
TXN000301,5170,Sports,Shoes,7,218.86,2024-01-13 12:00:00,Credit Card,South,Standard,1532.02,True,0.15,229.803,1302.217,Customer_462,78,High,2021-04-07,9207,2025-04-07,1302.217,1,1302.217,Standard,12,Saturday,1,1,Off-Peak
TXN000302,9228,Clothing,Shoes,7,1946.13,2024-01-13 13:00:00,PayPal,South,Premium,13622.91,True,0.15,2043.4364999999998,11579.4735,Customer_858,26,High,2022-05-08,7236,2026-05-08,11579.4735,1,11579.4735,High Value,13,Saturday,1,1,Off-Peak
TXN000303,5952,Home,Laptop,1,182.89,2024-01-13 14:00:00,Credit Card,North,Budget,182.89,False,0.05,9.144499999999999,173.7455,Customer_544,56,Low,2021-06-28,9182,2025-06-28,173.7455,1,173.7455,Standard,14,Saturday,1,1,Peak
TXN000304,1930,Home,Book,1,55.34,2024-01-13 15:00:00,Credit Card,West,Standard,55.34,False,0.05,2.7670000000000003,52.573,Customer_105,38,Medium,2020-04-15,7817,2024-04-15,52.573,1,52.573,Standard,15,Saturday,1,1,Peak
TXN000305,4704,Sports,Shoes,6,456.98,2024-01-13 16:00:00,Debit Card,South,Budget,2741.88,True,0.15,411.282,2330.598,Customer_403,57,Medium,2021-02-07,4021,2025-02-07,8086.917,2,4043.4585,High Value,16,Saturday,1,1,Peak
TXN000306,2788,Clothing,Shirt,6,1799.17,2024-01-13 17:00:00,PayPal,West,Standard,10795.02,True,0.15,1619.253,9175.767,Customer_191,26,High,2020-07-10,1702,2024-07-10,9175.767,1,9175.767,High Value,17,Saturday,1,1,Off-Peak
TXN000307,6173,Clothing,Shoes,1,313.53,2024-01-13 18:00:00,Debit Card,East,Budget,313.53,False,0.05,15.676499999999999,297.8535,Customer_562,38,Low,2021-07-16,1409,2025-07-16,297.8535,1,297.8535,Standard,18,Saturday,1,1,Off-Peak
TXN000308,2361,Home,Phone,2,1698.86,2024-01-13 19:00:00,Debit Card,East,Premium,3397.72,False,0.05,169.886,3227.834,Customer_148,75,Medium,2020-05-28,5874,2024-05-28,3227.834,1,3227.834,Standard,19,Saturday,1,1,Off-Peak
TXN000309,5696,Home,Shoes,9,328.11,2024-01-13 20:00:00,Debit Card,South,Budget,2952.9900000000002,True,0.15,442.9485,2510.0415000000003,Customer_522,31,High,2021-06-06,4591,2025-06-06,2510.0415000000003,1,2510.0415000000003,Standard,20,Saturday,1,1,Off-Peak
TXN000310,3753,Home,Phone,4,1298.05,2024-01-13 21:00:00,Debit Card,East,Budget,5192.2,False,0.05,259.61,4932.59,Customer_295,42,Medium,2020-10-22,9463,2024-10-22,4932.59,1,4932.59,Standard,21,Saturday,1,1,Off-Peak
TXN000311,8465,Books,Phone,7,879.77,2024-01-13 22:00:00,Credit Card,East,Premium,6158.389999999999,True,0.15,923.7584999999999,5234.6314999999995,Customer_790,48,Medium,2022-03-01,9081,2026-03-01,5234.6314999999995,1,5234.6314999999995,High Value,22,Saturday,1,1,Off-Peak
TXN000312,5981,Books,Phone,9,1146.8,2024-01-13 23:00:00,Cash,North,Budget,10321.199999999999,True,0.15,1548.1799999999998,8773.019999999999,Customer_549,51,Medium,2021-07-03,82,2025-07-03,8773.019999999999,1,8773.019999999999,High Value,23,Saturday,1,1,Off-Peak
TXN000313,6785,Electronics,Book,4,175.01,2024-01-14 00:00:00,Cash,West,Budget,700.04,False,0.05,35.002,665.038,Customer_617,20,High,2021-09-09,7204,2025-09-09,665.038,1,665.038,Standard,0,Sunday,1,1,Off-Peak
TXN000314,7487,Electronics,Phone,9,1928.64,2024-01-14 01:00:00,PayPal,South,Premium,17357.760000000002,True,0.15,2603.664,14754.096000000001,Customer_707,19,Low,2021-12-08,6646,2025-12-08,14754.096000000001,1,14754.096000000001,High Value,1,Sunday,1,1,Off-Peak
TXN000315,1954,Books,Laptop,5,1962.41,2024-01-14 02:00:00,Cash,West,Budget,9812.050000000001,False,0.05,490.6025000000001,9321.4475,Customer_107,21,Medium,2020-04-17,8898,2024-04-17,9321.4475,1,9321.4475,High Value,2,Sunday,1,1,Off-Peak
TXN000316,2958,Home,Shoes,8,687.88,2024-01-14 03:00:00,PayPal,North,Premium,5503.04,True,0.15,825.456,4677.584,Customer_206,79,Medium,2020-07-25,2151,2024-07-25,4677.584,1,4677.584,Standard,3,Sunday,1,1,Off-Peak
TXN000317,9714,Home,Book,8,1946.88,2024-01-14 04:00:00,PayPal,West,Budget,15575.04,True,0.15,2336.256,13238.784000000001,Customer_918,46,High,2022-07-07,9219,2026-07-07,13238.784000000001,1,13238.784000000001,High Value,4,Sunday,1,1,Off-Peak
TXN000318,1519,Clothing,Book,7,1955.59,2024-01-14 05:00:00,Debit Card,North,Premium,13689.13,True,0.15,2053.3695,11635.7605,Customer_63,39,Medium,2020-03-04,2416,2024-03-04,11635.7605,1,11635.7605,High Value,5,Sunday,1,1,Off-Peak
TXN000319,2047,Clothing,Book,2,1428.78,2024-01-14 06:00:00,Credit Card,South,Premium,2857.56,False,0.05,142.87800000000001,2714.682,Customer_119,33,Medium,2020-04-29,8872,2024-04-29,2714.682,1,2714.682,Standard,6,Sunday,1,1,Off-Peak
TXN000320,8414,Sports,Laptop,6,1426.07,2024-01-14 07:00:00,Credit Card,East,Premium,8556.42,True,0.15,1283.463,7272.957,Customer_785,57,Low,2022-02-24,3421,2026-02-24,7272.957,1,7272.957,High Value,7,Sunday,1,1,Off-Peak
TXN000321,3930,Clothing,Phone,3,960.33,2024-01-14 08:00:00,Credit Card,East,Premium,2880.9900000000002,False,0.05,144.04950000000002,2736.9405,Customer_320,45,Medium,2020-11-16,6742,2024-11-16,2736.9405,1,2736.9405,Standard,8,Sunday,1,1,Off-Peak
TXN000322,7779,Clothing,Laptop,9,1044.27,2024-01-14 09:00:00,Credit Card,North,Standard,9398.43,True,0.15,1409.7645,7988.6655,Customer_729,54,Low,2021-12-30,9426,2025-12-30,7988.6655,1,7988.6655,High Value,9,Sunday,1,1,Peak
TXN000323,3020,Clothing,Book,6,928.63,2024-01-14 10:00:00,Cash,North,Premium,5571.78,True,0.15,835.7669999999999,4736.013,Customer_210,40,High,2020-07-29,6759,2024-07-29,4736.013,1,4736.013,Standard,10,Sunday,1,1,Peak
TXN000324,7334,Sports,Shirt,8,1204.7,2024-01-14 11:00:00,PayPal,North,Budget,9637.6,True,0.15,1445.64,8191.96,Customer_689,35,Medium,2021-11-20,3895,2025-11-20,8191.96,1,8191.96,High Value,11,Sunday,1,1,Peak
TXN000325,4612,Home,Shoes,3,1222.99,2024-01-14 12:00:00,Credit Card,South,Premium,3668.9700000000003,False,0.05,183.44850000000002,3485.5215000000003,Customer_396,60,High,2021-01-31,861,2025-01-31,3485.5215000000003,1,3485.5215000000003,Standard,12,Sunday,1,1,Off-Peak
TXN000326,2222,Clothing,Shoes,3,727.28,2024-01-14 13:00:00,Credit Card,East,Standard,2181.84,False,0.05,109.09200000000001,2072.748,Customer_134,20,Medium,2020-05-14,8918,2024-05-14,2072.748,1,2072.748,Standard,13,Sunday,1,1,Off-Peak
TXN000327,3741,Books,Book,7,1209.54,2024-01-14 14:00:00,Cash,South,Premium,8466.779999999999,True,0.15,1270.0169999999998,7196.762999999999,Customer_294,23,Medium,2020-10-21,6911,2024-10-21,7196.762999999999,1,7196.762999999999,High Value,14,Sunday,1,1,Peak
TXN000328,6752,Clothing,Shirt,3,1708.4,2024-01-14 15:00:00,Cash,West,Premium,5125.200000000001,False,0.05,256.26000000000005,4868.9400000000005,Customer_612,77,Medium,2021-09-04,5350,2025-09-04,4868.9400000000005,1,4868.9400000000005,Standard,15,Sunday,1,1,Peak
TXN000329,3991,Home,Laptop,5,375.08,2024-01-14 16:00:00,Cash,West,Standard,1875.3999999999999,False,0.05,93.77,1781.6299999999999,Customer_330,73,Low,2020-11-26,4910,2024-11-26,1781.6299999999999,1,1781.6299999999999,Standard,16,Sunday,1,1,Peak
TXN000330,1870,Books,Shirt,1,22.05,2024-01-14 17:00:00,Debit Card,North,Budget,22.05,False,0.05,1.1025,20.9475,Customer_97,48,Medium,2020-04-07,5396,2024-04-07,20.9475,1,20.9475,Standard,17,Sunday,1,1,Off-Peak
